ObjectID,GlobalID,Date of Failure,Tree Species,Other,Diameter of Tree,Height of Tree,Condition,Site Factors,Type of Soil,Weather factors,Diameter of Failed Part,Length of Failed Part,Failed Part,Root Failure,Stem Failure,Branch Failure,Location and Percentage of Decay,Decay Present,Other,CreationDate,Creator,EditDate,Editor,Care Factors,x,y
11,58301173-ecbc-45a3-9c4b-4bcaebc48db2,12/14/2018 8:00:00 AM,PseudotsugaMenziesii,,21,80,Good,,,"Wind,Rain",2,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.248483879095,47.5539507356123
12,f41a4c4e-48b0-4245-b4aa-c1f88fb1676b,12/18/2018 8:00:00 AM,AlnusRubra,,12,40,Poor,,,"Wind,Rain",12,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.3113312844,47.673313377245
13,c57418d8-a808-46b7-935d-039d1ecc9358,12/18/2018 8:00:00 AM,AcerMacrophyllum,,35,65,Poor,,,"Wind,Rain",35,,StemFailure,,DecayPresent,,,KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.399690413955,47.5763321639728
14,bd163010-21b6-448e-ae33-a3db87d8b7fd,12/18/2018 8:00:00 AM,AlnusRubra,,15,35,Poor,,,"Wind,Rain",7,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.3816,47.55341
15,13134d3b-d7ba-46af-8464-d340e2cf26ae,12/18/2018 8:00:00 AM,SalixScouleriana,,10,20,Poor,,,"Wind,Rain",10,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.417830074837,47.6608557263456
16,bfead3c3-7b73-4ebd-ba4a-bb64f296cc2f,12/14/2018 8:00:00 AM,AcerMacrophyllum,,28,50,Dead,,,Wind,26,,StemFailure,,,,,KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.307740158786,47.636074544783
17,6a69960a-7dd0-411e-9c15-1561174b369b,12/14/2018 8:00:00 AM,AcerMacrophyllum,,20,65,Fair,,,Wind,10,,StemFailure,,,,,KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.30679602121,47.6354383457876
18,6ce3d8b5-f3b4-42d4-97c4-cf06a4e62c43,12/19/2018 8:00:00 AM,ArbutusMenziesii,,20,65,Poor,,,"Wind,Rain",70,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.419337791566,47.6575517561808
19,df8a8f05-47f1-4b37-b3b6-e6087be608ba,12/19/2018 8:00:00 AM,AcerMacrophyllum,,48,75,Good,,,"Wind,Rain",10,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.376435949079,47.7144981120916
20,975e171d-c643-4b99-a0f0-4a390a82715a,12/20/2018 8:00:00 AM,AcerMacrophyllum,,50,75,Poor,,,"Wind,Rain",16,,BranchFailure,,,DecayPresent,,KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.375337390257,47.7121484541659
21,6d672741-7eb6-4578-afc7-e0f451473992,12/20/2018 8:00:00 AM,ArbutusMenziesii,,16,50,Fair,,,"Wind,Rain",5,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.39376634788,47.5310339498986
22,4cbaf41a-72a3-4696-bd56-b2c394ef8e10,12/20/2018 8:00:00 AM,AlnusRubra,,18,25,Good,,,,15,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.29850360347,47.6397059045266
23,3cd8bf15-645d-4463-bb59-ee965f4fe79d,12/20/2018 8:00:00 AM,AcerMacrophyllum,,29,60,Poor,,,"Wind,Rain",25,,StemFailure,,"CodominantAttachement,DecayPresent",,,"ArmillariaSpp.,KretzchmariaDuesta",,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.29822147682,47.5615191087931
24,31a1e451-3d42-4567-912b-0a8797b223e7,12/21/2018 8:00:00 AM,AcerMacrophyllum,,52,70,Fair,NaturalArea,,"Wind,Rain",25,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.303121979947,47.6714097005542
25,bff36052-284b-47c1-bd30-f46bac8328cb,12/21/2018 8:00:00 AM,AcerMacrophyllum,,26,70,Fair,NaturalArea,,"Wind,Rain",26,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.304581101647,47.6713808021444
26,fde028e3-1f55-42bc-a16a-f45b616f8393,12/21/2018 8:00:00 AM,TsugaHeterophylla,,20,50,Poor,UrbanEnviroment,Clay,Wind,16,40,StemFailure,,"Cavity,DecayPresent",,"Heartwood,Decay>50%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.16197,49.15049
27,0bc1ac76-c228-4297-985f-b715054f3641,12/21/2018 8:00:00 AM,TsugaHeterophylla,,80,80,Fair,UrbanEnviroment,Clay,Wind,80,80,RootFailure,DecayOrganismPresent,,,"Heartwood,Sapwood,Decay>75%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.07224,49.15531
28,a6d2f548-3bad-4add-bf6b-90d59108e86d,12/21/2018 8:00:00 AM,AlnusRubra,,50,60,Fair,SoilCompaction,Loam,Wind,50,60,RootFailure,DecayOrganismPresent,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.08277,49.13344
29,22d2d012-107d-4e46-9822-10d4b03dd0bc,12/21/2018 8:00:00 AM,PopulusTrichocarpa,,60,80,Good,NaturalArea,Silt,Wind,60,80,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.15746,49.11637
30,9cc25d43-ca53-4d5f-8ed9-e0aadc7811c1,12/21/2018 8:00:00 AM,PseudotsugaMenziesii,,30,80,Fair,"UrbanEnviroment,SoilCompaction",Clay,Wind,30,80,RootFailure,"CutRoots,DecayOrganismPresent",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.09742,49.18665
31,d73ae453-0860-4385-9c1c-930aeb73adde,12/21/2018 8:00:00 AM,CatalpaBignonioides,,35,70,Fair,"UrbanEnviroment,SoilCompaction",Clay,Wind,85,70,RootFailure,DecayOrganismPresent,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.14854,49.18586
32,13a99cec-6250-4328-851e-199e09c80e97,12/21/2018 8:00:00 AM,PiceaAbies,,25,70,Good,UrbanEnviroment,Loam,Wind,25,70,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.14951,49.16411
33,744e768c-43b8-4bc9-847a-82018449b8e4,12/21/2018 8:00:00 AM,PiceaAbies,,25,60,Good,UrbanEnviroment,Sandy,Wind,16,40,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.19223,49.15846
34,d32f352e-cb66-4f3e-8152-24429b1a69a0,12/21/2018 8:00:00 AM,PiceaAbies,,30,70,Fair,"UrbanEnviroment,SoilCompaction",Clay,Wind,30,70,RootFailure,DecayOrganismPresent,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.19857,49.13939
35,4696ef8e-e465-48ec-a6bb-b2f3e58a860c,12/21/2018 8:00:00 AM,PopulusTrichocarpa,,30,80,Fair,"NaturalArea,SoilCompaction",Loam,Wind,30,80,StemFailure,,"Cavity,DecayPresent",,Decay>75%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.15292,49.11146
36,44517971-4e46-49bf-a5eb-7f2aea319794,12/21/2018 8:00:00 AM,PopulusTrichocarpa,,35,80,Good,NaturalArea,Loam,Wind,35,80,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.1478,49.11269
37,dcdce676-5e7f-4b76-b857-be7ae3d607dc,12/21/2018 8:00:00 AM,QuercusAlba,,20,60,Poor,"UrbanEnviroment,SoilCompaction",Clay,Wind,20,60,StemFailure,,"CodominantAttachement,IncludedBark,DecayPresent",,"Heartwood,Sapwood,Decay>75%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.13358,49.15902
38,8dc7db77-654c-433b-81e2-2464ce888520,12/21/2018 8:00:00 AM,FraxinusAmericana,,30,70,Good,UrbanEnviroment,Silt,Wind,30,70,StemFailure,,"BreakatAttachment,CodominantAttachement",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.17572,49.12526
39,0949fdd0-04ad-4a46-8a01-9c532cdd4287,12/14/2018 8:00:00 AM,ArbutusMenziesii,,42,55,Good,,,"Wind,Rain",3,15,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.390592071684,47.6350345074059
40,b2022847-3536-4729-8e84-a94588fc23da,12/14/2018 8:00:00 AM,AlnusRubra,,16,60,Fair,,,"Wind,Rain",12,30,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.283201632292,47.4820276273322
41,2522dc1e-bded-402c-ade8-63850c7ae0ef,12/21/2018 8:00:00 AM,PseudotsugaMenziesii,,37,100,Good,,,"Wind,Rain",3,15,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.283423007751,47.3709420636379
42,cfe9828e-bef2-4dd8-9433-1cecf7c38da0,12/14/2018 8:00:00 AM,AcerMacrophyllum,,28,65,Fair,"UrbanEnviroment,SoilCompaction",,"Wind,Rain",10,25,BranchFailure,,,"DidNotBreakatAttachment,BranchAngledUp,DecayPresent","Heartwood,Decay>75%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.397193227668,47.6349575339647
43,49c08a13-289c-498e-b941-8ae2fe0f51b7,12/14/2018 8:00:00 AM,ArbutusMenziesii,,32,50,Good,"UrbanEnviroment,SoilCompaction",Clay,"Wind,Rain",13,30,StemFailure,,"DidNotBreakatAttachment,UncorrectedTreeLean",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.397576127047,47.6351193143103
44,626359ad-04b2-4b7e-8320-8bd67d87afc1,12/14/2018 8:00:00 AM,PseudotsugaMenziesii,,34,100,Good,UrbanEnviroment,,"Wind,Rain",4,25,BranchFailure,,,"BranchHorizontal,LionTailing",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.39753238944,47.6342860414507
45,16063d75-8c12-48bd-950f-f98fb0957410,12/14/2018 8:00:00 AM,PseudotsugaMenziesii,,32,100,Good,UrbanEnviroment,,"Wind,Rain",2,15,BranchFailure,,,BranchHorizontal,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.397580436591,47.6350875810179
46,600598e1-16ce-4cf4-b3c3-3bf9e1ac5f32,12/14/2018 8:00:00 AM,AcerMacrophyllum,,24,60,Poor,"NaturalArea,SteepSlope,GradeChanges",Clay,"Rain,Wind",40,60,RootFailure,SoilFailure,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.398825032218,47.634583407802
47,005f9367-1fd1-4333-923a-b816e5a4306e,12/14/2018 8:00:00 AM,AcerMacrophyllum,,10,35,Fair,"NaturalArea,SteepSlope",Clay,"Wind,Rain",20,,RootFailure,"RootPlateLifted,UncorrectedTreeLean",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.398705172591,47.6341027066076
48,2c94bb26-42f1-4b47-9d2c-468311cec8a9,12/14/2018 8:00:00 AM,AcerMacrophyllum,,16,60,Fair,"NaturalArea,SteepSlope",,"Wind,Rain",7,25,BranchFailure,,,"BranchAngledUp,BreakatAttachment",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.399354581037,47.6344085014797
49,85612015-12d2-4e4d-8259-d2fbf242564b,12/14/2018 8:00:00 AM,AcerMacrophyllum,,53,70,Fair,"NaturalArea,SoilCompaction,SteepSlope",,"Wind,Rain",14,70,StemFailure,,"CodominantAttachement,DecayPresent",,"Heartwood,Decay>50%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.398989110565,47.6366439967146
50,9fc0bbd9-5f7b-4a06-9bd0-f0d30daac3b4,12/22/2018 8:00:00 AM,AcerMacrophyllum,,22,65,Good,SteepSlope,Loam,"Wind,Rain",22,65,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.71622,42.18058
51,085d78b4-bd26-4ea0-b79f-6c0ee58c36ad,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,22,80,Fair,"UrbanEnviroment,SoilCompaction,GradeChanges",Loam,"Wind,Rain",18,20,StemFailure,,DecayPresent,,"Heartwood,Decay>50%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.390791743,47.7800292750001
52,7a20c23b-ec4b-4a1a-b2ef-f52f976de2a4,12/17/2018 8:00:00 AM,FraxinusLatifolia,,20,35,Poor,NaturalArea,Loam,"Wind,Rain",12,35,BranchFailure,,,"BreakatAttachment,BranchAngledUp,IncludedBark,DecayPresent",Decay<25%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.24831,44.549
53,ca8db625-e359-4fe9-9f8d-a3e80816aa95,12/29/2018 8:00:00 AM,AcerMacrophyllum,,42,75,Poor,SteepSlope,,"Wind,Rain",20,70,StemFailure,,"CodominantAttachement,Buldge,DecayPresent",,"Heartwood,Decay>75%",KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.316302341524,47.3394075958982
54,5c2d736d-e625-4bf2-9c8c-d8db88f84357,12/29/2018 8:00:00 AM,QuercusGarryana,,43,66,Fair,SoilCompaction,Clay,"Wind,Rain",28,66,RootFailure,"CorrectedTreeLean,DecayOrganismPresent",,,"Heartwood,Decay<25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.3473,48.4419
55,fc226004-7c6c-4ed2-a5fe-7625401220ef,12/29/2018 8:00:00 AM,AlnusRubra,,20,50,Fair,SteepSlope,,"Wind,Rain",30,50,RootFailure,SoilFailure,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.321227949505,47.3474135974485
56,49aba208-f5bc-496f-a017-beb4e91ff16d,12/29/2018 8:00:00 AM,UlmusProcera,,45,80,Good,UrbanEnviroment,,"Wind,Rain",15,40,BranchFailure,,,"BreakatAttachment,BranchAngledUp,OverExtendedBranch,LionTailing,ExcessiveWeight,ExcessivePruning,Buldge,CodominantAttachement,IncludedBark,DecayPresent","Heartwood,Decay>25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-123.38471,48.4161
57,ab2bcefb-55f1-46df-9960-66f6642a84c9,12/29/2018 8:00:00 AM,PseudotsugaMenziesii,,1,100,Good,,,"Wind,Rain",1,10,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.281368931596,47.3587479934676
58,733212a2-3954-4bbb-9ca6-3d1636209761,12/29/2018 8:00:00 AM,PopulusTrichocarpa,,93,125,Poor,"NaturalArea,SoilCompaction",Sandy,"Wind,Rain",93,125,RootFailure,"SurfaceRootsWounded,RootPlateLifted,DecayOrganismPresent",,,"Heartwood,Decay>75%","ArmillariaSpp.,KretzchmariaDuesta",,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.282583643974,47.6113491324533
59,acb9e73f-d48e-416a-956c-6905aa30356c,12/29/2018 8:00:00 AM,SalixBabylonica,,23,65,Good,"UrbanEnviroment,SoilCompaction",,"Wind,Rain",4,10,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.279290060658,47.5702366664661
60,6f1d4510-e7d9-4484-aa03-7d61f3bf82bc,12/29/2018 8:00:00 AM,AcerMacrophyllum,,28,60,Poor,"NaturalArea,SoilCompaction,SteepSlope",Sandy,"Wind,Rain",28,60,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,"Heartwood,Sapwood,Decay>25%",PerenniporiaSubacida,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.283177050896,47.5767183909653
61,a01f9767-edf4-4cf2-ae96-5b1b2267e180,12/29/2018 8:00:00 AM,ThujaPlicata,,28,55,Good,UrbanEnviroment,,"Wind,Rain",1,10,BranchFailure,,,BreakatAttachment,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.20242185506,47.359789975597
62,438a4a6c-9ac2-49ce-8bb5-aa83113c220b,12/29/2018 8:00:00 AM,PseudotsugaMenziesii,,36,100,Good,UrbanEnviroment,,Wind,2,10,BranchFailure,,,BreakatAttachment,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.210705959176,47.3691625890026
63,0f45c40f-13fe-425b-88c1-fe88b7942baa,12/29/2018 8:00:00 AM,AlnusRubra,,14,50,Dead,"NaturalArea,SoilCompaction",,"Wind,Rain",10,40,StemFailure,,StemwasDead,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.018758861843,47.2771031955091
64,b1b85e77-69d4-4a4a-90de-87ccf5a0f788,12/29/2018 8:00:00 AM,AcerMacrophyllum,,8,35,Good,"NaturalArea,SteepSlope",Clay,"Wind,Rain",8,35,RootFailure,SoilFailure,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.017627053577,47.2766350561139
65,ddc95a52-f83c-4ab9-875f-b5f2a443deaf,12/29/2018 8:00:00 AM,PseudotsugaMenziesii,,20,120,Good,NaturalArea,Clay,"Wind,Rain",1,10,BranchFailure,,,"BranchHorizontal,BreakatAttachment",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.019128888003,47.2740168780348
66,c1f27cde-e2fc-4104-b857-ff29bb2c88e6,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,39,80,Good,UrbanEnviroment,Clay,Wind,39,80,RootFailure,"SoilFailure,RootPlateLifted",,,Decay<25%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.59175,49.14265
67,5dd50813-5937-4f3c-858d-aee9e2483d13,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,17,40,Poor,UrbanEnviroment,Clay,Wind,15,30,StemFailure,,"Topping,DecayPresent",,"Heartwood,Decay<25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.82961,49.20037
68,b778a489-c578-424a-a358-2984ec1b92f8,12/20/2018 8:00:00 AM,PiceaAbies,,25,40,Good,UrbanEnviroment,,Wind,10,25,StemFailure,,"BreakatAttachment,Topping",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.8403,49.14249
69,ebc8c7f3-bf0c-4331-8ad2-213aa37ee071,1/5/2019 8:00:00 AM,PopulusTremuloides,,126,100,Poor,"SteepSlope,UrbanEnviroment,SoilCompaction",Clay,Wind,57,60,StemFailure,,"CorrectedTreeLean,CodominantAttachement,BreakatAttachment,DecayPresent",,Decay>75%,"ArmillariaSpp.,GanoermaApplanatum",,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.313720497441,47.6802289539224
70,ddc8ab85-2a0a-42be-afd8-32353a18abdd,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,23,90,Good,UrbanEnviroment,Clay,"Wind,Rain",23,85,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.300473351734,47.3295963424896
71,12d54d16-568f-4f4e-be82-a9c119a9a5a9,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,30,80,Good,UrbanEnviroment,Clay,"Wind,Rain",60,80,RootFailure,"RootPlateLifted,SoilFailure",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.317216679851,47.1958682318402
72,8ef82229-680c-42e8-af4c-45d835af801c,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,34,100,Good,NaturalArea,,"Wind,Rain",40,100,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.204511456155,47.2909627689296
73,897a179f-de77-4d20-82f8-c59eedfa341b,1/6/2019 12:00:00 AM,PseudotsugaMenziesii,,71,82,Good,UrbanEnviroment,Loam,,60,72,StemFailure,,"CodominantAttachement,Topping",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.42111,47.11542
74,5e0c92b3-b85f-4ad2-b761-1661657360cf,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,51,100,Poor,NaturalArea,Clay,"Wind,Rain",68,25,StemFailure,,"DidNotBreakatAttachment,Buldge,DecayPresent",,"Heartwood,Decay>75%",PhaeolusSchweinitzii,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.248061812548,47.5582493690501
75,51639a6e-6a8e-4541-8ce1-a539b4acde0c,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,25,110,Good,"UrbanEnviroment,NaturalArea,SoilCompaction",,Wind,3,15,BranchFailure,,,"BreakatAttachment,BranchHorizontal",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.248424070305,47.5583654068553
76,8575b4ef-2630-430f-b945-a3d54a5a411d,1/6/2019 8:00:00 AM,AcerMacrophyllum,,69,80,Good,"NaturalArea,SteepSlope",,Wind,10,80,BranchFailure,,,"BreakatAttachment,BranchAngledUp,CodominantAttachement,IncludedBark",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.248165176547,47.5580428747733
77,beedfdca-53b5-400f-b740-f0057a54c94a,12/20/2018 8:00:00 AM,PinusMonticola,,25,80,Good,SteepSlope,,Wind,25,75,StemFailure,,Crack,,Decay<25%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.28562,47.6579
78,96d5320d-2f36-4b9f-9f05-d956cd9078a2,1/6/2019 8:00:00 AM,ChamaecyparisLawsoniana,,32,65,Fair,UrbanEnviroment,Sandy,"Wind,Rain",80,65,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.56374,47.2189
